index,front_x_m,front_y_m,rear_x_m,rear_y_m,chord_m
0,0.0,0.0,1.8681449441736049,0.0,1.8681449441736049
1,0.012456119583078396,0.019448093233316307,1.8591825152981798,0.019448093233316307,1.8467263957151014
2,0.02604891831664935,0.038896186466632614,1.8440553013309553,0.038896186466632614,1.818006383014306
3,0.04089612873610965,0.05834427969994892,1.8247695762268201,0.05834427969994892,1.7838734474907105
4,0.0571154833768561,0.07779237293326523,1.8033316139406637,0.07779237293326523,1.7462161305638075
5,0.07482471477428548,0.09724046616658154,1.7817476884273746,0.09724046616658154,1.706922973653089
6,0.09414155546379459,0.11668855939989783,1.7620240736418422,0.11668855939989783,1.6678825181780477
7,0.11516952344580153,0.13613665263321414,1.746089239005856,0.13613665263321414,1.6309197155600546
8,0.13775970498656623,0.15558474586653046,1.7344899461860734,0.15558474586653046,1.5967302411995072
9,0.16154629458408978,0.17503283909984677,1.72658578028743,0.17503283909984677,1.5650394857033403
10,0.18615643153992792,0.19448093233316308,1.721697709163845,0.19448093233316308,1.535541277623917
11,0.2112172551556365,0.21392902556647939,1.7191467006692371,0.21392902556647939,1.5079294455136005
12,0.23635590473277118,0.23337711879979567,1.7182537226575259,0.23337711879979567,1.4818978179247546
13,0.26119951957288795,0.252825212033112,1.71833974298263,0.252825212033112,1.457140223409742
14,0.28537523897754247,0.2722733052664283,1.7187257294984686,0.2722733052664283,1.433350490520926
15,0.30851020224829057,0.2917213984997446,1.7187326500589613,0.2917213984997446,1.4102224478106706
16,0.330231548686688,0.3111694917330609,1.7176814725180267,0.3111694917330609,1.3874499238313387
17,0.3501664175942905,0.3306175849663772,1.7148931647295842,0.3306175849663772,1.3647267471352937
18,0.36800933735629004,0.35006567819969353,1.709791396958798,0.35006567819969353,1.3417820596025078
19,0.3839196944069178,0.36951377143300984,1.702508293124556,0.36951377143300984,1.3185885987176382
20,0.3982529123217483,0.38896186466632615,1.6934747419608067,0.38896186466632615,1.2952218296390585
21,0.41136510416306116,0.40840995789964246,1.6831226829940493,0.40840995789964246,1.271757578830988
22,0.4236123829931361,0.42785805113295877,1.671884055750783,0.42785805113295877,1.2482716727576468
23,0.4353508618742528,0.4473061443662751,1.6601907997575076,0.4473061443662751,1.2248399378832548
24,0.446936653868691,0.46675423759959134,1.6484748545407224,0.46675423759959134,1.2015382006720314
25,0.4587258720387305,0.48620233083290765,1.6371681596269272,0.48620233083290765,1.1784422875881968
26,0.4710329887394173,0.505650424066224,1.6266506598678652,0.505650424066224,1.1556176711284478
27,0.4839226302920255,0.5250985172995403,1.6169903298311974,0.5250985172995403,1.133067699539172
28,0.49736666530305623,0.5445466105328566,1.608139322151406,0.5445466105328566,1.1107726568483498
29,0.5113368089954811,0.5639947037661729,1.6000495979406075,0.5639947037661729,1.0887127889451265
30,0.5258047765922713,0.5834427969994892,1.5926731183109186,0.5834427969994892,1.0668683417186473
