sample_index,c1_m,c2_ratio,c3_ratio,c4_ratio,b_total_m,b3_ratio,split_ratio,sw1_deg,sw2_deg,sw3_deg,twist_b0_deg,twist_b1_deg,twist_b2_deg,twist_b3_deg,dihedral_b1_deg,dihedral_b2_deg,dihedral_b3_deg,elevon_start_frac,elevon_end_frac,elevon_hinge_frac
0,0.940210612182623,0.6790053008464462,0.35923840776505517,0.16580239674884545,1.1831107369169227,0.511164329232357,0.4274437054513041,-38.1816413720189,-30.307877121775043,-12.498001506670484,0.7318550013218126,-0.44300875410744656,-4.924998666257613,-6.887594557194893,0.0,3.2739060299771214,3.0815314603025734,0.5637428677308144,0.9089695605509318,0.7761361058502889
1,0.8290082875996236,0.6155544807360291,0.49700830384952077,0.18579605724582893,0.960750201867794,0.4327082874767337,0.4624578420441002,-28.37894633936551,-24.319863865158318,-7.647057600002814,-0.17751885170148418,-2.8765449529506073,-1.1846414480491019,-3.321525094780199,0.0,0.9382258345602414,6.299693872890501,0.5523984691942361,0.8567440910427838,0.7425615834152552
2,0.8720066513964491,0.7260985501990347,0.428861527026536,0.14465158161332875,0.7619781980914762,0.42328489731500896,0.44060700588768226,-37.69787544384637,-22.45695076038243,-20.862569295756277,-0.4169071205752184,-1.8810032252993807,-2.075771921178722,-3.0117671167986533,0.0,3.9943463479624404,5.579054574429254,0.6176784492944429,0.8728469787829686,0.8173534419789954
3,1.0787173981137488,0.7508920069693399,0.3750933560513019,0.12317820880648656,1.143703851307475,0.4582608534129471,0.5504748021582095,-27.726471896914838,-27.103751877178368,-18.140006276197674,-0.9898591889455459,-2.4707909734684597,-2.5915698582224436,-2.0823144590487583,0.0,5.4802327133031135,8.76318095140148,0.6275074803403893,0.9563955127672644,0.7865667669968911
4,0.775888552038783,0.6497240036920472,0.5127447702467106,0.19255335405860377,1.2065807907904154,0.5235923381902277,0.5868842133399206,-33.98964226836914,-18.111043580705772,-13.0981236088363,-0.7574183610049322,-0.02530936946978013,-3.563844852866059,-7.423957449784295,0.0,5.0283508581003264,7.077546572351004,0.6945464955347709,0.9247283103176729,0.7302620186317902
5,1.0128491367353107,0.65538271745589,0.317300803022046,0.12871101970814605,1.0650210040739534,0.4956443175419488,0.5131552146007703,-25.16219269817363,-15.03921049823882,-5.5658281914377525,0.5189369740976557,-2.1554334635124683,-2.7288505165730763,-4.024032908403127,0.0,1.7668827178841044,0.2474095916167709,0.5886962682475317,0.9773939806280458,0.6609008948803669
6,0.7250038186641866,0.5748875070858599,0.5461787561591468,0.10245607252031458,0.9483914025524411,0.5355708593003686,0.5774561841712955,-21.97145762063078,-32.641187944865706,-24.176707700186224,-0.23196623656832205,-1.766038514242433,-4.184405663586782,-5.996803949971869,0.0,4.260659380712795,4.752732136367006,0.6542176310639306,0.9426346397279441,0.6701355759215919
7,0.8110274276098077,0.5948165479803439,0.45668998261409466,0.0860932668356042,0.8548352046965872,0.4696235755783372,0.5285644049277896,-34.133161215385144,-34.273746098899295,-15.960970360244282,0.12075580506337302,-0.6366925900051399,-4.373177672645841,-4.932369804966278,0.0,2.0275917745515404,1.3298522832824142,0.5366558862000413,0.8924610839459682,0.7138807412968126
8,0.9349421378158504,0.7153134901068259,0.3300151680996749,0.1558764361550985,0.8201249149051991,0.48354541411710716,0.40050393741603524,-22.36948744400991,-25.853334564777757,-21.154480847663066,0.2958392989779248,-1.2259935415406862,-3.3335955387811134,-5.40919808128263,0.0,2.551664730230584,9.131078988291321,0.6619361541767294,0.8784808966453658,0.7584290655894439
9,1.0518827771500818,0.7878722205067843,0.4207511932450437,0.1083351687081699,1.0335882581305642,0.41391858527116787,0.49934296470794737,-30.49404499280449,-19.095921018584956,-9.387921705475783,0.8613318981777744,-0.9593890266008147,-1.4246634852541549,-6.769574212420363,0.0,0.128805763646258,2.457425698138217,0.5061282115841372,0.9396556274998693,0.6969114059097737
