sample_index,c1_m,c2_ratio,c3_ratio,c4_ratio,b_total_m,b3_ratio,split_ratio,sw1_deg,sw2_deg,sw3_deg,twist_b0_deg,twist_b1_deg,twist_b2_deg,twist_b3_deg,dihedral_b1_deg,dihedral_b2_deg,dihedral_b3_deg,elevon_start_frac,elevon_end_frac,elevon_hinge_frac
0,1.0114425722110783,0.7694595874268441,0.5359287979718084,0.1935069893064601,1.161696974293267,0.48192815845377085,0.4592379532909903,-22.70030679689036,-22.954392257940604,-18.122177079389907,-0.4383497055871397,-1.6015016210496715,-2.9424409989794995,-7.556609597650675,0.0,1.4475429415642083,4.920970472487451,0.5847348974220878,0.8609664743707708,0.763657636872751
1,0.7309582419422385,0.6689521935021344,0.3867388952818952,0.10018994604769971,0.8651975049031306,0.49241907668550405,0.5555750180793159,-24.83180406217453,-29.149759763246408,-10.719501822002776,-0.33657222143545695,-1.1716599995815453,-3.1997035255190633,-7.321365349065612,0.0,2.02451042604431,0.14617324419269828,0.5408695012402558,0.874734490871059,0.8021305847541608
2,0.863767093915506,0.7242674506098726,0.32418774331085526,0.10567702980331171,0.8279603580372706,0.44635071791163466,0.4223601180424103,-37.64645443412154,-23.818169017037167,-13.347416151611284,0.45119301811352064,-1.8683962703667034,-4.921426133714171,-4.819430784931436,0.0,0.5206433722656068,3.143871932971143,0.6049877515166442,0.9121332080300273,0.6570871192661131
3,0.8143439167964552,0.6407916099780516,0.3592614926508717,0.17246198454351602,0.7776789700328998,0.5222846815406976,0.493994142676215,-30.561074088098124,-32.658814062926226,-7.891927712921902,0.8329215635164036,-0.018956054839866177,-1.1289365305548573,-3.4022814723418504,0.0,2.655529251824106,7.153613395192059,0.6314246530348554,0.9381269526095156,0.7072286716470462
4,0.8478947211623745,0.6206907792998146,0.5167453498670628,0.18536874837226364,1.1426701536634083,0.4122103057699905,0.5889872300428758,-26.745382318595112,-33.824710855644575,-6.782848517729114,0.05818356762802379,-2.731966008090641,-3.411269429575613,-2.6266260457718182,0.0,0.9618642944032354,2.3103346739240744,0.5175000988446922,0.8887344188476257,0.7414508893553577
5,0.9390248940654703,0.5638646196753959,0.4618926231556484,0.08345993724716293,1.0704264321862318,0.545444805626166,0.5053173992291904,-29.13581392044979,-19.08288157351711,-16.956775840239338,-0.6340420513735173,-0.5212618452231403,-3.889038064703529,-6.725747717809793,0.0,4.948703737770815,8.115490063665355,0.5636299681919305,0.9736848973124754,0.8185779163321489
6,0.7575551375900821,0.6838631492032468,0.4282480376333868,0.15997821027910442,0.9718358694616182,0.4175045937986156,0.40175299838632206,-38.84156086211621,-27.83787772059921,-19.958655195056924,-0.00942012098605094,-2.5443424918840654,-2.108137588000458,-5.643462469396095,0.0,5.541997417798548,9.02114801633644,0.6874722827691914,0.8994263364435567,0.7235674245950132
7,1.025124545307022,0.5765954314026044,0.4806727337262721,0.1183988984297013,0.9015408917283969,0.43034068109700796,0.5393835275469545,-32.482960940329576,-15.434529545499426,-11.207678456320467,-0.9258155432275122,-1.3879026813378867,-2.5944254849167194,-2.4281322638707667,0.0,4.1204943790513955,5.165531722735278,0.5370226325364441,0.9427491787093709,0.7740469000677118
8,0.9704455880796141,0.7798659676962992,0.40473678397710716,0.12808834723701207,1.2029151370844533,0.4708353902589468,0.47817161381415213,-34.28677143181525,-26.306260390930326,-24.466048673816214,0.303011425846343,-2.305221284450762,-4.475870530839962,-5.361453083705036,0.0,4.47233812924578,1.8246641904563412,0.6609850823985519,0.9609688844673193,0.6709536889889909
9,1.0780154375158228,0.747328028033055,0.3331456339534538,0.14944309253002566,1.0107292336409763,0.5125156716265504,0.5743378037831799,-21.83111135772022,-18.0353931261142,-22.336862005314895,0.7872087140097925,-0.675963116595292,-1.7472711128853917,-4.106849572789081,0.0,3.391158615347984,6.284720082337936,0.6483252485140638,0.9233522825879421,0.6902477007719572
