index,x_le_m,y_m,z_le_m,chord_m,twist_deg,dihedral_deg,airfoil_name
0,0.0,0.0,0.0,1.6000351273672935,3.9121054539180084e-05,0.0,naca4412
1,0.00031981572729963955,0.0064424519994878415,5.439383323247716e-11,1.5992840418093532,3.8440435025424434e-05,4.837501429590998e-07,naca4412
2,0.0012605043150132082,0.012884903998975683,2.1757533292990864e-10,1.5970738479329039,3.775981551166879e-05,9.675002859181995e-07,naca4412
3,0.002793927871862679,0.019327355998463525,4.895444990922946e-10,1.5934691399340026,3.7079195997913146e-05,1.4512504288772993e-06,naca4412
4,0.004891948506570027,0.025769807997951366,8.703013317196349e-10,1.5885345120087067,3.6398576484157495e-05,1.935000571836399e-06,naca4412
5,0.007526428327857226,0.03221225999743921,1.35984583081193e-09,1.582334558353073,3.5717956970401845e-05,2.418750714795499e-06,naca4412
6,0.01066922944444625,0.03865471199692705,1.9581779963691798e-09,1.5749338731631595,3.50373374566462e-05,2.9025008577545986e-06,naca4412
7,0.014292213965059072,0.04509716399641489,2.6652978283913843e-09,1.5663970506350224,3.435671794289056e-05,3.3862510007136983e-06,naca4412
8,0.01836724399841767,0.05153961599590273,3.4812053268785437e-09,1.55678868496472,3.3676098429134906e-05,3.870001143672798e-06,naca4412
9,0.02286618165324401,0.057982067995390574,4.405900491830659e-09,1.5461733703483083,3.2995478915379256e-05,4.353751286631898e-06,naca4412
10,0.02776088903826008,0.06442451999487842,5.439383323247729e-09,1.5346157009818453,3.231485940162361e-05,4.837501429590998e-06,naca4412
11,0.033023228262187836,0.07086697199436626,6.581653821129755e-09,1.522180271061388,3.163423988786797e-05,5.321251572550097e-06,naca4412
12,0.03862506143374926,0.0773094239938541,7.832711985476739e-09,1.5089316747829937,3.095362037411232e-05,5.805001715509197e-06,naca4412
13,0.044538250661666334,0.08375187599334194,9.192557816288676e-09,1.4949345063427195,3.027300086035667e-05,6.288751858468297e-06,naca4412
14,0.05073465805466103,0.09019432799282978,1.0661191313565575e-08,1.4802533599366225,2.9592381346601023e-05,6.772502001427397e-06,naca4412
15,0.057186145721455306,0.09663677999231762,1.223861247730743e-08,1.4649528297607601,2.8911761832845376e-05,7.256252144386496e-06,naca4412
16,0.06386457577077116,0.10307923199180546,1.3924821307514238e-08,1.4490975100111894,2.823114231908973e-05,7.740002287345596e-06,naca4412
17,0.07074181031133055,0.1095216839912933,1.5719817804186006e-08,1.4327519948839675,2.755052280533408e-05,8.223752430304697e-06,naca4412
18,0.07778971145185544,0.11596413599078115,1.7623601967322738e-08,1.4159808785751518,2.6869903291578434e-05,8.707502573263796e-06,naca4412
19,0.08498014130106785,0.12240658799026899,1.9636173796924427e-08,1.3988487552807993,2.6189283777822787e-05,9.191252716222896e-06,naca4412
20,0.0922849619676897,0.12884903998975683,2.1757533292991074e-08,1.3814202191969673,2.550866426406714e-05,9.675002859181995e-06,naca4412
21,0.09967603556044297,0.13529149198924467,2.3987680455522682e-08,1.363759864519713,2.4828044750311492e-05,1.0158753002141096e-05,naca4412
