# NACA 4412, alpha=13.87, Re=1.52 million, 897x257 grid, CFL3D with SA model
#    x = x/c
#    y = y/c
#    u = (u/Uinf)/0.93 
#    v = (v/Uinf)/0.93 
#    (0.93 needed to put normalization in terms of experimental ref location below and behind airfoil)
VARIABLES = "x","y","u","v"
ZONE T="x=.6753"
 6.753000021E-01 7.061254978E-02 2.055161400E-03 -3.195479221E-04
 6.753003001E-01 7.061452419E-02 3.877276089E-03 -6.021498120E-04
 6.753006577E-01 7.061649859E-02 5.694410764E-03 -8.849718142E-04
 6.753009558E-01 7.061848789E-02 7.549980655E-03 -1.172565506E-03
 6.753013134E-01 7.062049210E-02 9.398180991E-03 -1.460292377E-03
 6.753016114E-01 7.062251866E-02 1.130526885E-02 -1.755643170E-03
 6.753019691E-01 7.062456012E-02 1.320601255E-02 -2.051657764E-03
 6.753023267E-01 7.062663883E-02 1.519586705E-02 -2.359522972E-03
 6.753026843E-01 7.062875479E-02 1.717087813E-02 -2.667313209E-03
 6.753030419E-01 7.063090801E-02 1.925722510E-02 -2.989686560E-03
 6.753033996E-01 7.063310593E-02 2.132353932E-02 -3.311683424E-03
 6.753037572E-01 7.063535601E-02 2.351100184E-02 -3.649999853E-03
 6.753041148E-01 7.063765824E-02 2.570368536E-02 -3.990965895E-03
 6.753045321E-01 7.064002752E-02 2.801882103E-02 -4.349649884E-03
 6.753048897E-01 7.064246386E-02 3.038337454E-02 -4.716385156E-03
 6.753053069E-01 7.064497471E-02 3.283577785E-02 -5.097184330E-03
 6.753057241E-01 7.064756751E-02 3.541290015E-02 -5.495664664E-03
 6.753062010E-01 7.065024227E-02 3.802571818E-02 -5.902057048E-03
 6.753066182E-01 7.065301389E-02 4.080183804E-02 -6.331386976E-03
 6.753070951E-01 7.065588981E-02 4.366992041E-02 -6.776055321E-03
 6.753076315E-01 7.065887004E-02 4.665757343E-02 -7.239742670E-03
 6.753081083E-01 7.066196203E-02 4.981493205E-02 -7.727477234E-03
 6.753086448E-01 7.066518068E-02 5.306605250E-02 -8.232004009E-03
 6.753091812E-01 7.066853344E-02 5.648797750E-02 -8.762251586E-03
 6.753097773E-01 7.067202032E-02 6.011452153E-02 -9.322374128E-03
 6.753103733E-01 7.067565620E-02 6.385587156E-02 -9.902628139E-03
 6.753109694E-01 7.067944854E-02 6.779123843E-02 -1.051231101E-02
 6.753116250E-01 7.068340480E-02 7.197237015E-02 -1.115791686E-02
 6.753123403E-01 7.068753988E-02 7.632680237E-02 -1.183198672E-02
 6.753129959E-01 7.069186121E-02 8.087197691E-02 -1.253640279E-02
 6.753137708E-01 7.069637626E-02 8.572165668E-02 -1.328536961E-02
 6.753145456E-01 7.070109993E-02 9.082055837E-02 -1.407236420E-02
 6.753153801E-01 7.070604712E-02 9.612641484E-02 -1.489389595E-02
 6.753162146E-01 7.071122527E-02 1.017149314E-01 -1.575882919E-02
 6.753171086E-01 7.071664929E-02 1.076551899E-01 -1.667511091E-02
 6.753180027E-01 7.072233409E-02 1.138894409E-01 -1.763647608E-02
 6.753190160E-01 7.072828710E-02 1.203824133E-01 -1.864042133E-02
 6.753200293E-01 7.073453069E-02 1.271809936E-01 -1.969132572E-02
 6.753211021E-01 7.074107230E-02 1.343411952E-01 -2.079558186E-02
 6.753222346E-01 7.074794173E-02 1.418502480E-01 -2.195238136E-02
 6.753234267E-01 7.075513899E-02 1.496480852E-01 -2.315449901E-02
 6.753246784E-01 7.076269388E-02 1.577261984E-01 -2.440125495E-02
 6.753259301E-01 7.077062130E-02 1.660430878E-01 -2.568425797E-02
 6.753273010E-01 7.077894360E-02 1.746630073E-01 -2.701062150E-02
 6.753287315E-01 7.078767568E-02 1.834919751E-01 -2.836808749E-02
 6.753302813E-01 7.079684734E-02 1.924875230E-01 -2.975131944E-02
 6.753318310E-01 7.080647349E-02 2.015652359E-01 -3.114852123E-02
 6.753334999E-01 7.081657648E-02 2.105953991E-01 -3.253719956E-02
 6.753352284E-01 7.082719356E-02 2.195792347E-01 -3.391608223E-02
 6.753370762E-01 7.083833963E-02 2.284602821E-01 -3.527642041E-02
 6.753389835E-01 7.085005194E-02 2.371621579E-01 -3.660792112E-02
 6.753410101E-01 7.086235285E-02 2.456242889E-01 -3.790270910E-02
 6.753431559E-01 7.087527215E-02 2.537840009E-01 -3.915010020E-02
 6.753453612E-01 7.088883966E-02 2.614563107E-01 -4.032046720E-02
 6.753476858E-01 7.090310007E-02 2.687946260E-01 -4.143615067E-02
 6.753501892E-01 7.091808319E-02 2.757886052E-01 -4.249630123E-02
 6.753527522E-01 7.093381882E-02 2.824301422E-01 -4.350046068E-02
 6.753554940E-01 7.095035911E-02 2.887450755E-01 -4.445340857E-02
 6.753582954E-01 7.096773386E-02 2.947424054E-01 -4.535612836E-02
 6.753613353E-01 7.098598778E-02 3.003441393E-01 -4.619567469E-02
 6.753644943E-01 7.100518048E-02 3.057054877E-01 -4.699545354E-02
 6.753677726E-01 7.102534175E-02 3.108584285E-01 -4.776016250E-02
 6.753712296E-01 7.104652375E-02 3.158307672E-01 -4.849493131E-02
 6.753749251E-01 7.106878608E-02 3.206504881E-01 -4.920413345E-02
 6.753787398E-01 7.109218836E-02 3.253353536E-01 -4.989115894E-02
 6.753827929E-01 7.111677527E-02 3.298802078E-01 -5.055404827E-02
 6.753870249E-01 7.114262134E-02 3.343148530E-01 -5.119726434E-02
 6.753914952E-01 7.116977870E-02 3.386988342E-01 -5.182896554E-02
 6.753962040E-01 7.119832188E-02 3.430429995E-01 -5.245159566E-02
 6.754010916E-01 7.122831792E-02 3.473579586E-01 -5.306676030E-02
 6.754062772E-01 7.125984132E-02 3.516545296E-01 -5.367647856E-02
 6.754117012E-01 7.129298151E-02 3.559438288E-01 -5.428222194E-02
 6.754174232E-01 7.132780552E-02 3.602041900E-01 -5.487991124E-02
 6.754234433E-01 7.136441022E-02 3.644785285E-01 -5.547579005E-02
 6.754297614E-01 7.140287757E-02 3.687837422E-01 -5.607178807E-02
 6.754364371E-01 7.144331187E-02 3.731223345E-01 -5.666882172E-02
 6.754434109E-01 7.148580253E-02 3.774980903E-01 -5.726727098E-02
 6.754507422E-01 7.153046876E-02 3.819134235E-01 -5.786795542E-02
 6.754584312E-01 7.157741487E-02 3.863732517E-01 -5.847091600E-02
 6.754665375E-01 7.162676007E-02 3.908559680E-01 -5.907216296E-02
 6.754750609E-01 7.167862356E-02 3.954029083E-01 -5.967741460E-02
 6.754840016E-01 7.173313200E-02 4.000172317E-01 -6.028686464E-02
 6.754934192E-01 7.179042697E-02 4.047002494E-01 -6.090087816E-02
 6.755033135E-01 7.185064256E-02 4.094553292E-01 -6.151966006E-02
 6.755136847E-01 7.191393524E-02 4.142808020E-01 -6.214343384E-02
 6.755245924E-01 7.198046148E-02 4.191781878E-01 -6.277129054E-02
 6.755360961E-01 7.205038518E-02 4.241363406E-01 -6.340088695E-02
