index,x_le_m,y_m,z_le_m,chord_m,twist_deg,dihedral_deg,airfoil_name
0,0.0,0.0,0.0,1.2843056815041778,-4.054143389057401,0.0,naca4412
1,0.014919010273549723,0.014124185045681751,-1.3829997176027765e-07,1.269295814457238,-3.7330518321742896,-0.0005610238511291506,naca4412
2,0.030290896323599485,0.028248370091363502,-5.5319988709415e-07,1.2495328129635375,-3.4119602752911775,-0.0011220477022583011,naca4412
3,0.04602929733430039,0.042372555137045256,-1.2446997461607358e-06,1.2262680687633642,-3.090868718408066,-0.0016830715533874517,naca4412
4,0.06204785248980352,0.056496740182727004,-2.212799549225232e-06,1.2007529735970066,-2.769777161524954,-0.0022440954045166023,naca4412
5,0.07826020097425995,0.07062092522840875,-3.4574992966589153e-06,1.1742389192047527,-2.4486856046418426,-0.0028051192556457524,naca4412
6,0.09457998197182084,0.08474511027409051,-4.978798988939143e-06,1.14797729732689,-2.1275940477587305,-0.0033661431067749034,naca4412
7,0.11092699066739412,0.09886929531977226,-6.776698626649346e-06,1.1231452945460467,-1.8065024908756189,-0.003927166957904054,naca4412
8,0.12729322666968926,0.11299348036545401,-8.851198210479043e-06,1.1000497368221733,-1.4854109339925068,-0.0044881908090332046,naca4412
9,0.14371757923494977,0.12711766541113576,-1.1202297741223817e-05,1.0784322367851202,-1.1643193771093951,-0.005049214660162354,naca4412
10,0.16023973298387378,0.1412418504568175,-1.3829997219785353e-05,1.0580248196479896,-0.8432278202262835,-0.005610238511291505,naca4412
11,0.17689937253715948,0.15536603550249925,-1.6734296647171392e-05,1.0385595106238843,-0.5221362633431719,-0.006171262362420655,naca4412
12,0.19373618251550498,0.16949022054818103,-1.991519602449577e-05,1.019768334925907,-0.20104470646005934,-0.006732286213549807,naca4412
13,0.2107898475396084,0.18361440559386277,-2.337269535297839e-05,1.0013833177671603,0.1200468504230523,-0.007293310064678957,naca4412
14,0.22810005223016788,0.19773859063954452,-2.7106794633945244e-05,0.9831364843607466,0.4411384073061635,-0.007854333915808108,naca4412
15,0.24570628494921387,0.21186277568522627,-3.1117493868828395e-05,0.9647604622897344,0.7622299641892756,-0.008415357766937259,naca4412
16,0.2636140012107129,0.22598696073090802,-3.540479305916599e-05,0.946092334985011,1.0833215210723877,-0.008976381618066409,naca4412
17,0.28175614472686233,0.24011114577658976,-3.9968692206602246e-05,0.927191743851935,1.4044130779554989,-0.009537405469195558,naca4412
18,0.30005635693794086,0.2542353308222715,-4.480919131288747e-05,0.9081468814385183,1.725504634838611,-0.010098429320324709,naca4412
19,0.31843827928422674,0.26835951586795326,-4.992629037987807e-05,0.8890459402927723,2.046596191721722,-0.010659453171453859,naca4412
20,0.3368255532059985,0.282483700913635,-5.5319989409536475e-05,0.8699771129627085,2.367687748604834,-0.01122047702258301,naca4412
21,0.35514182014353457,0.29660788595931675,-6.099028840393124e-05,0.8510285919963387,2.6887793054879454,-0.01178150087371216,naca4412
22,0.3733107215371133,0.3107320710049985,-6.693718736523699e-05,0.8322885699416743,3.0098708623710575,-0.01234252472484131,naca4412
23,0.3912558988270133,0.32485625605068025,-7.316068629573442e-05,0.8138452393467274,3.3309624192541696,-0.012903548575970461,naca4412
24,0.4089009934535129,0.33898044109636205,-7.96607851978103e-05,0.7957867927595086,3.6520539761372826,-0.013464572427099614,naca4412
25,0.42616964685689046,0.3531046261420438,-8.64374840739575e-05,0.7782014227280303,3.9731455330203946,-0.014025596278228764,naca4412
26,0.44300334326712015,0.36722881118772555,0.0004503225174256377,0.7611703878093903,3.908589091484012,0.07026019187266204,naca4412
27,0.45955855399263484,0.3813529962334073,0.0013236624866980475,0.7446913991740967,3.6425663648229905,0.1988707842200513,naca4412
28,0.4761341302708521,0.39547718127908904,0.002260425168412667,0.728706836895296,3.376543638161969,0.3274813765674406,naca4412
29,0.49303146721934366,0.4096013663247708,0.003260621310682233,0.7131580924539835,3.110520911500947,0.45609196891482984,naca4412
30,0.510551959955681,0.42372555137045254,0.004324262940673051,0.6979865573311531,2.8444981848399253,0.5847025612622191,naca4412
31,0.5289970035974361,0.4378497364161343,0.005451363365168362,0.6831336230077993,2.578475458178904,0.7133131536096083,naca4412
32,0.5486679932621803,0.45197392146181603,0.006641937171209132,0.6685406809649161,2.312452731517882,0.8419237459569977,naca4412
33,0.5698663240674852,0.4660981065074978,0.007896000226812333,0.6541491226834987,2.0464300048568607,0.970534338304387,naca4412
34,0.5928933911309224,0.4802222915531795,0.009213569681766781,0.6399003396445413,1.780407278195839,1.0991449306517762,naca4412
35,0.6180001674338227,0.4943464765988613,0.010594663968506645,0.6257395812670827,1.5143845515348175,1.2277555229991655,naca4412
36,0.6450471651639551,0.508470661644543,0.012039302803062646,0.6116419722127202,1.2483618248737955,1.3563661153465547,naca4412
37,0.6737126704986212,0.5225948466902248,0.013547507186091136,0.5975965797625218,0.9823390982127731,1.4849767076939444,naca4412
38,0.7036739434751821,0.5367190317359065,0.015119299403981056,0.5835925497103801,0.7163163715517524,1.6135873000413332,naca4412
39,0.7346082441309999,0.5508432167815883,0.01675470303003908,0.569619027850187,0.45029364489073,1.7421978923887231,naca4412
40,0.766192832503436,0.56496740182727,0.01845374292575275,0.5556651599758349,0.1842709182297093,1.8708084847361117,naca4412
41,0.7981049686298518,0.5790915868729518,0.020216445242132158,0.541720091881216,-0.08175180843131358,1.9994190770835014,naca4412
42,0.8300219125476089,0.5932157719186335,0.022042837421129863,0.5277729693602227,-0.34777453509233425,2.1280296694308904,naca4412
43,0.8616209242940692,0.6073399569643153,0.023932948197139647,0.513812938206747,-0.6137972617533567,2.25664026177828,naca4412
44,0.8925792639065937,0.621464142009997,0.025886807598573865,0.49982914421468183,-0.8798199884143774,2.385250854125669,naca4412
45,0.9225741914225444,0.6355883270556788,0.027904446949519896,0.48581073317791834,-1.1458427150753998,2.513861446473059,naca4412
46,0.9512829668792824,0.6497125121013605,0.029985898871475576,0.47174685089034996,-1.4118654417364205,2.6424720388204475,naca4412
47,0.9783828503141698,0.6638366971470423,0.032131197285164156,0.4576266431458682,-1.677888168397443,2.7710826311678374,naca4412
48,1.003551101764568,0.6779608821927241,0.03434037741242851,0.4434392557383655,-1.9439108950584663,2.899693223515227,naca4412
49,1.026464981267838,0.6920850672384058,0.03661347577820535,0.4291738344617344,-2.209933621719486,3.028303815862616,naca4412
50,1.0336424364549337,0.7041196336832055,0.0363269111705228,0.42443990743145776,-2.096150513010925,2.9533829870027493,naca4412
51,1.0408198916420293,0.7161542001280051,0.03600891416749907,0.4197059804011811,-1.9823674043023647,2.8784621581428835,naca4412
52,1.047997346829125,0.7281887665728048,0.03565948786577864,0.4149720533709045,-1.8685842955938035,2.803541329283017,naca4412
53,1.0551748020162206,0.7402233330176046,0.035278635146260916,0.41023812634062784,-1.7548011868852422,2.7286205004231503,naca4412
